0,0,216.65,5469.100751,216.65,5469.100751,324.192748,19467.33137,638.5531835,164682.2622,3.559512295,8.459416399,30.11139668,1305,164682.2622,6.023540272,1050.96711,58069.92412,914.8798666,29783.70854,1.949721071,2.835930384,914.8798666,5469.100751,618.7331897,858.2630721,1.832415577,5.445814568,245.8047343,8140.204328,1.488399027,245.8047343,8140.204328,219.4026397,5469.100751,230.3653841,1.892929159,1.488399044,6231.440866,1.627911562e-05,433.7287938,0.021800434,2.0875647,0,0.45198526,0,1.0761864,1.2964104,0.015255964,0.0029784375,179.55489,179.55489,70.552494,38.783983,18.06269,0.10158047,0.06975507,1.4362629,1.1713131,4.6532261,9.7139106,0.10144235,4.5517837,0.044572568,0.65935752
0.1,29.504232,216.65,5469.100751,217.0833,5507.480262,324.5193058,19542.82928,638.8797413,165063.0862,3.548415673,8.446222595,29.97070863,1305,165063.0862,6.011517238,1050.96711,58204.20951,914.8798682,29852.58295,1.949721054,2.835930384,914.8798682,5469.100751,618.4034725,858.7407185,1.832415577,5.458407938,246.2090966,8188.184888,1.486738861,246.2090966,8188.184888,219.3948664,5469.100751,232.1564186,1.892929159,1.497172069,5846.069493,1.738608561e-05,405.2137138,0.021792572,2.0933036,0.087266599,0.4522369,0.039465176,1.1493664,1.2111792,0.015235872,0.0029752895,179.97011,179.97011,70.715645,38.873671,18.15423,0.10181538,0.070108583,1.4343713,1.1700751,4.6639866,9.7631399,0.10164027,4.5623463,0.044556137,0.65911446
0.2,59.008464,216.65,5469.100751,218.3832,5623.773052,325.5000631,19770.74883,639.8604985,166209.5299,3.515566622,8.406840397,29.55480749,1305,166209.5299,5.975734397,1050.96711,58608.46616,914.8798648,30059.92317,1.949721089,2.835930384,914.8798648,5469.100751,617.4165073,860.168893,1.832415577,5.496319146,247.4224773,8333.367825,1.481810701,247.4224773,8333.367825,219.371743,5469.100751,237.4488912,1.892929159,1.523718104,5531.229442,1.84832911e-05,378.6377869,0.021768962,2.1105305,0.1638998,0.45298948,0.074244887,1.2219009,1.131744,0.015172839,0.0029658882,181.22009,181.22009,71.206799,39.143667,18.430759,0.10252253,0.07117649,1.4284371,1.1663779,4.6963802,9.9118539,0.10223532,4.5941449,0.044506791,0.65838449
0.3,88.512696,216.65,5469.100751,220.5497,5821.476478,327.1382445,20155.39976,641.49868,168133.5676,3.462248768,8.34186221,28.88160216,1305,168133.5676,5.917033666,1050.96711,59286.91641,914.8798664,30407.89642,1.949721072,2.835930384,914.8798664,5469.100751,615.7788028,862.5335041,1.832415577,5.559944459,249.4457506,8579.510475,1.47376878,249.4457506,8579.510475,219.3338476,5469.100751,246.0181397,1.892929159,1.568724159,5277.927398,1.955908794e-05,353.8932621,0.021729526,2.139275,0.23168976,0.45423612,0.10524186,1.2930202,1.0577829,0.015059581,0.0029503607,183.31789,183.31789,72.031088,39.596793,18.898037,0.10370933,0.07298104,1.4177745,1.1602715,4.7507454,10.163151,0.10323145,4.647514,0.044424373,0.65716527
0.4,118.01693,216.65,5469.100751,223.5828,6106.535195,329.4392561,20704.09645,643.7996916,170855.4519,3.390481802,8.252253477,27.97911524,1305,170855.4519,5.83676383,1050.96711,60246.70171,914.8798646,30900.16412,1.949721092,2.835930384,914.8798646,5469.100751,613.5009719,865.8116225,1.832415577,5.649953351,252.2803822,8932.991008,1.462857008,252.2803822,8932.991008,219.2821104,5469.100751,257.5393684,1.892929159,1.633356454,5078.185881,2.060484326e-05,330.828264,0.021674133,2.1795804,0.29212889,0.45596554,0.13320071,1.3621534,0.98884191,0.014886803,0.0029289143,186.28559,186.28559,73.197185,40.237818,19.565791,0.10538826,0.075559791,1.4015084,1.1518374,4.8276543,10.522261,0.10463522,4.7230191,0.044308617,0.65545292
0.5,147.52116,216.65,5469.100751,227.4825,6487.51643,332.4106586,21427.34478,646.771094,174404.1,3.302857883,8.139323922,26.88303018,1305,174404.1,5.736705021,1050.96711,61498.01877,914.8798677,31541.9575,1.949721059,2.835930384,914.8798677,5469.100751,610.5974441,869.972307,1.832415577,5.767302329,255.9284216,9402.982486,1.449396344,255.9284216,9402.982486,219.2177652,5469.100751,271.6402392,1.892929159,1.719292241,4925.078226,2.161508524e-05,309.2754045,0.021602602,2.2314968,0.34642518,0.45816241,0.158719,1.4289389,0.92442066,0.014646147,0.0029018318,190.15472,190.15472,74.717484,41.073554,20.447896,0.10757717,0.078966331,1.378852,1.1411869,4.9279242,10.996647,0.10645599,4.8214683,0.044159157,0.65324196
0.6,177.02539,216.65,5469.100751,232.2488,6975.858661,336.0621813,22339.12134,650.4226168,178817.6829,3.202347184,8.004687389,25.63378812,1305,178817.6829,5.618974135,1050.96711,63054.32738,914.8798684,32340.17876,1.949721053,2.835930384,914.8798684,5469.100751,607.0860665,874.9775901,1.832415577,5.913253427,260.3925066,10001.70254,1.433759409,260.3925066,10001.70254,219.142289,5469.100751,287.9460667,1.892929159,1.828765457,4812.748796,2.258706781e-05,289.0752018,0.021514698,2.2950694,0.39553739,0.46080768,0.18226667,1.4931951,0.86404248,0.014332568,0.002869463,194.9669,194.9669,76.608333,42.112988,21.56264,0.11029958,0.083271289,1.3493303,1.1284574,5.0526335,11.596144,0.10870588,4.9439276,0.043975516,0.65052539
0.7,206.52962,216.65,5469.100751,237.8817,7586.196965,340.4056554,23457.22719,654.7660909,184144.3194,3.092093086,7.850216818,24.27360115,1305,184144.3194,5.485920102,1050.96711,64932.59511,914.8798666,33303.53049,1.94972107,2.835930384,914.8798666,5469.100751,602.9876966,880.7836232,1.832415577,6.089397874,265.6758445,10744.7392,1.416353807,265.6758445,10744.7392,219.0573336,5469.100751,306.1097956,1.892929159,1.964626305,4736.375617,2.352008887e-05,270.0900295,0.021410137,2.3703261,0.4402204,0.46387907,0.20420903,1.5548756,0.80729602,0.013951002,0.0028322166,200.77459,200.77459,78.890348,43.367453,22.933065,0.1135852,0.088563636,1.3134081,1.1138097,5.2031417,12.333143,0.11139998,5.0917418,0.043757119,0.64729466
0.8,236.03386,216.65,5469.100751,244.3812,8336.769091,345.4549188,24803.73451,659.8153542,190442.9237,2.975221484,7.677993957,22.84373257,1305,190442.9237,5.340017972,1050.96711,67153.59613,914.8798671,34442.66839,1.949721066,2.835930384,914.8798671,5469.100751,598.3257816,887.341833,1.832415577,6.297684017,271.7821868,11651.45974,1.397598958,271.7821868,11651.45974,218.9646528,5469.100751,325.8270142,1.892929159,2.130415999,4692.080194,2.441482028e-05,252.2091697,0.021288585,2.4572627,0.4810705,0.46735144,0.22482899,1.6140249,0.75385033,0.013539308,0.0027905505,207.64203,207.64203,81.58877,44.850824,24.587371,0.11747035,0.094952289,1.2746494,1.0974239,5.3811137,13.22281,0.11455629,5.2665574,0.043503293,0.64353983
0.9,265.53809,216.65,5469.100751,251.7473,9249.907125,351.2256649,26405.52772,665.5861004,197784.1809,2.854680308,7.490256698,21.3822883,1305,197784.1809,5.183769598,1050.96711,69742.2553,914.8798665,35770.37573,1.949721072,2.835930384,914.8798665,5469.100751,593.1259658,894.6000237,1.832415577,6.540449217,278.7157879,12745.50743,1.377906483,278.7157879,12745.50743,218.866034,5469.100751,346.8400285,1.892929159,2.330457603,4676.80658,2.527277604e-05,235.3476986,0.021149664,2.5558266,0.5185644,0.47119722,0.2443461,1.670743,0.70345159,0.013112534,0.0027449615,215.64628,215.64628,84.733881,46.579749,26.55942,0.12199863,0.10256801,1.2344711,1.0794954,5.5885467,14.283356,0.11819589,5.4703508,0.043213274,0.63924962
